number,flag,text
3000219,0,You are not in a party.
3000220,0,You are not in a party.
3000221,0,You have already joined the party.
3000222,0,No one has invited you to be in a party.
3000223,0,"Too late to decline, you are already in the party. Try /quit."
3000224,0,No one has invited you to be in a party.
3000225,0,Item removed from shopping list.
3000226,0,You are not in a party.
3000227,0,You are not in a party.
3000228,0,There is no one in that party slot.
3000229,0,You are not the party leader. You shouldn't have this button.
3000230,0,There is no one in that party slot.
3000231,0,Versioning Done.
3000232,0,There is nothing in the queue available to you at this time.
3000233,0,You are not in a party.
3000234,0,You are not in a party.
3000235,0,You have already joined the party.
3000236,0,No one has invited you to be in a party.
3000237,0,"Too late to decline, you are already in the party. Try /quit."
3000238,0,No one has invited you to be in a party.
3000239,0,Switching server!
3000240,0,You are already connected to that shard!
3000241,0,Can't get there (follow)
3000242,0,Welcome to Ultima Online!
3000243,0,God mode is now on.
3000244,0,God mode is now off.
3000245,0,Request to edit denied.
3000246,0,You cannot give your email address to an NPC.
3000247,0,You have a new message.
3000248,0,Drag the mailbag to another player to give them your greeting card.
3000249,0,Item removed from shopping list.
3000250,0,Skills moved to Miscellaneous.
3000251,0,It begins to rain.
3000252,0,It begins to snow.
3000253,0,A storm is brewing.
3000254,0,A fierce storm approaches.
3000255,0,
3000256,0,
3000257,0,
3000258,0,
3000259,0,
3000260,0,Your skill in ~1skillname~ has increased by ~2changeamount~.  It is now ~3newvalue~.
3000261,0,Your skill in ~1skillname~ has decreased by ~2changeamount~.  It is now ~3newvalue~.
3000262,0,~1objectname~ dropped to quantity (~2quantity~).
3000263,0,You are not connected to ~1shardname~!
3000264,0,"[Spam detected, speech queued for ~1timeinseconds~ seconds]"
3000265,0,[System] ~1systemmessage~
3000266,0,Login confirm on ~1shardname~.
3000267,0,You cannot pick that up.
3000268,0,That is too far away.
3000269,0,That is out of sight.
3000270,0,That item does not belong to you.  You'll have to steal it.
3000271,0,You are already holding an item.
3000272,0,Your strength has changed by ~1changeamount~.  It is now ~2newvalue~.
3000273,0,Your dexterity has changed by ~1changeamount~.  It is now ~2newvalue~.
3000274,0,Your intelligence has changed by ~1changeamount~.  It is now ~2newvalue~.
3000275,0,~1servername~ is not in the server list!
3000276,0,You have no characters on ~1servername~!
3000277,0,Connected to ~1servername~ with ~2charactername~.
3000278,0,~1servername~ is full.
3000279,0,Logging into ~1servername~.
3000280,0,Disconnected from ~1servername~!
3000281,0,Season: ~1seasonname~   Temperature: ~2tempindegreesf~
3000282,0,
3000283,0,
3000284,0,
3000285,0,
3000286,0,
3000287,0,
3000288,0,
3000289,0,
3000290,0,
3000291,0,
3000292,0,
3000293,0,
3000294,0,
3000295,0,
3000296,0,
3000297,0,
3000298,0,
3000299,0,
3000300,0,H:
3000301,0,M:
3000302,0,S:
3000303,0,Str:
3000304,0,Dex:
3000305,0,Int:
3000306,0,Sex:
3000307,0,AR:
3000308,0,HPs:
3000309,0,Mana:
3000310,0,Stam:
3000311,0,Gold:
3000312,0,Wght:
3000313,0,Select a Hue
3000314,0,Versioning...
3000315,0,Welcome to UO: Third Dawn!
3000316,0,Party Chat
3000317,0,Party Manifest
3000318,0,Message Party
3000319,0,Party Can Loot Me
3000320,0,Add Member
3000321,0,Leave Party
3000322,0,Open Party Chat
3000323,0,Character Deletion
3000324,0,Select a Shard on Which to Play Ultima Online
3000325,0,Design the Appearance of Your Character
3000326,0,Choose a Trade for Your Character
3000327,0,Strength:
3000328,0,Dexterity:
3000329,0,Intelligence:
3000330,0,Amount:
3000331,0,Select Your Starting City
3000332,0,Party
3000333,2, Kup usługę 
3000334,2, Otwórz bank 
3000335,2, Otwórz magazyn 
3000336,2, Otwórz konto 
3000337,2, Depozyt 
3000338,2, Bilans 
3000339,2, Skrzynia areny 
3000340,2,Brak
3000341,0,Krotkie
3000342,0,Dlugie
3000343,0,Kucyk
3000344,0,Mohawk
3000345,0,Na Pazia
3000346,0,Kok na czubku glowy
3000347,0,Afro
3000348,0,Zaczes do tylu
3000349,2,Warkocze
3000350,2,Buleczki
3000351,0,Kozia brudka
3000352,0,Dluga broda
3000353,0,Krotka broda
3000354,0,Wasy
3000355,0,Krotka pelna broda
3000356,0,Dluga pelna broda
3000357,0,Vandyke
3000358,0,
3000359,0,
3000360,0,New Group
3000361,0,Skill Total:
3000362,0,Open
3000363,0,Close
3000364,0,Show Unmodified Values
3000365,0,Show Real
3000366,0,For Sale:
3000367,0,Invoice:
3000368,0,Marketable Items:
3000369,0,Selling:
3000370,0,Shopping Cart:
3000371,0,Purchase Items
3000372,0,Accept
3000373,0,Purchasing:
3000374,0,Number Available
3000375,0,Num. Avail.
3000376,0,Avail.
3000377,0,Price
3000378,0,Cost
3000379,0,
3000380,0,I Accept
3000381,0,They Accept
3000382,0,My Offer:
3000383,0,Their Offer:
3000384,0,
3000385,0,
3000386,0,
3000387,0,
3000388,0,
3000389,0,
3000390,0,Sound
3000391,0,Help
3000392,0,Language
3000393,0,Chat
3000394,0,Macro
3000395,0,Interface
3000396,0,Display
3000397,0,Rep. System
3000398,0,Misc.
3000399,0,Filter
3000400,0,Alt
3000401,0,Ctrl
3000402,0,Shift
3000403,0,Key:
3000404,0,Name:
3000405,0,Previous
3000406,0,Next
3000407,0,Add
3000408,0,Delete
3000409,0,
3000410,0,Off
3000411,0,On
3000412,0,Quantity?
3000413,0,Clear
3000414,0,Edit: On
3000415,0,Edit: Off
3000416,0,
3000417,0,
3000418,0,
3000419,0,
3000420,0,<CENTER><U>First Circle
3000421,0,<CENTER><U>Second Circle
3000422,0,<CENTER><U>Third Circle
3000423,0,<CENTER><U>Fourth Circle
3000424,0,<CENTER><U>Fifth Circle
3000425,0,<CENTER><U>Sixth Circle
3000426,0,<CENTER><U>Seventh Circle
3000427,0,<CENTER><U>Eighth Circle
3000428,0,Cast
3000429,0,
3000430,0,Map
3000431,0,Inventory
3000432,0,Logout
3000433,0,Gestures
3000434,0,Gesture List
3000435,0,
3000436,0,
3000437,0,
3000438,0,Select Face
3000439,0,Skirt Color
3000440,0,Shirt Color
3000441,0,Pants Color
3000442,0,Skin Tone
3000443,0,Hairstyle
3000444,0,Hair Color
3000445,0,Facial Hairstyle
3000446,0,Facial Hair Color
3000447,0,Advanced
3000448,0,ADVANCED
3000449,0,
3000450,0,Author:
3000451,0,Date:
3000452,0,Subject:
3000453,0,Title
3000454,0,TITLE
3000455,0,Bulletin Board
3000456,0,
3000457,0,
3000458,0,
3000459,0,
3000460,0,Filter Obscenity
3000461,0,Edit Profanity List
3000462,0,Ignore Players
3000463,0,New
3000464,0,Add Player
3000465,0,Remove Player
3000466,0,Password Protect List
3000467,0,Change Password
3000468,0,Filtered Terms:
3000469,0,Ignore Player
3000470,0,Filter On
3000471,0,Filter Off
3000472,0,Password On
3000473,0,Password Off
3000474,0,Profanity Password
3000475,0,
3000476,0,
3000477,0,
3000478,0,
3000479,0,
3000480,0,Find Player
3000481,0,Goto Scene
3000482,0,Transfer
3000483,0,Jail
3000484,0,Info
3000485,0,Tell
3000486,0,Skills
3000487,0,Freeze
3000488,0,Thaw
3000489,0,Resurrect
3000490,0,(F)ind Player
3000491,0,Goto Scene
3000492,0,(T)ransfer
3000493,0,(J)ail
3000494,0,(I)nfo
3000495,0,T(e)ll
3000496,0,(S)kills
3000497,0,(F)reeze
3000498,0,T(h)aw
3000499,0,(R)esurrect
3000500,0,Toggle Visibility
3000501,0,Print ID
3000502,0,Transfer
3000503,0,Jail
3000504,0,Unjail
3000505,0,Kick
3000506,0,Smite
3000507,0,Invisible
3000508,0,Visible
3000509,0,Invulnerable
3000510,0,Toggle Visibility
3000511,0,Print ID
3000512,0,Transfer
3000513,0,Jail
3000514,0,Unj(a)il
3000515,0,(K)ick
3000516,0,S(m)ite
3000517,0,Invisi(b)le
3000518,0,(V)isible
3000519,0,Invul(n)erable
3000520,0,Valid GM Call
3000521,0,Harassment
3000522,0,Stuck In Map
3000523,0,Improper GM Call
3000524,0,Lag
3000525,0,Repeat Caller
3000526,0,Done without Response
3000527,0,Macroer - Done
3000528,0,Macroer - Not Macroing
3000529,0,Macroer - Busted
3000530,0,(V)alid GM Call
3000531,0,(H)arassment
3000532,0,(S)tuck In Map
3000533,0,(I)mproper GM Call
3000534,0,(L)ag
3000535,0,(R)epeat Caller
3000536,0,(D)one without Response
3000537,0,(M)acroer - Done
3000538,0,Macroer - (N)ot Macroing
3000539,0,Macroer - (B)usted
3000540,0,Improper Housing
3000541,0,Treasure Chest
3000542,0,Unreachable Corpse
3000543,0,Escalate
3000544,0,Smurf It!
3000545,0,Counselor
3000546,0,Vulnerable
3000547,0,Player
3000548,0,Done
3000549,0,Close
3000550,0,Improper H(o)using
3000551,0,(T)reasure Chest
3000552,0,(U)nreachable Corpse
3000553,0,(E)scalate
3000554,0,Smurf It!
3000555,0,(C)ounselor
3000556,0,V(u)lnerable
3000557,0,(P)layer
3000558,0,(D)one
3000559,0,(C)lose
3000560,0,Customer
3000561,0,Coords:
3000562,0,map
3000563,0,Rank
3000564,0,Volume
3000565,0,Type
3000566,0,
3000567,0,
3000568,0,
3000569,0,
3000570,0,STUCK
3000571,0,OTHER
3000572,0,HARASSMENT
3000573,0,ADVICE
3000574,0,TRANSFER
3000575,0,UNKNOWN
3000576,0,Call Time:
3000577,0,
3000578,0,
3000579,0,
3000580,0,Show Skill Caps
3000581,0,Maximum Stats:
3000582,0,
3000583,0,
3000584,0,
3000585,0,
3000586,0,
3000587,0,
3000588,0,
3000589,0,
3000590,0,
3000591,0,
3000592,0,
3000593,0,
3000594,0,
3000595,0,
3000596,0,
3000597,0,
3000598,0,
3000599,0,
3000600,0,
3000601,0,
3000602,0,
3000603,0,
3000604,0,
3000605,0,
3000606,0,
3000607,0,
3000608,0,
3000609,0,
3000610,0,Note to Self:
3000611,0,Unacceptable Name
3000612,0,Your Character Name is Too Short
3000613,0,Create New Character
3000614,0,Uncategorized
3000615,0,Old Password:
3000616,0,New Password:
3000617,0,Verify New Password:
3000618,0,
3000619,0,
3001000,0,Participants
3001001,0,Hide My Identity
3001002,0,Message
3001003,0,Whisper
3001004,0,WhoIs
3001005,0,Ignore
3001006,0,Grant Voice
3001007,0,Remove Voice
3001008,0,Grant Op
3001009,0,Remove Op
3001010,0,Kick
3001011,0,Ban
3001012,0,Value
3001013,0,Small Listings
3001014,0,Selling Items
3001015,0,Defaults
3001016,0,Miscellaneous
3001017,0,Reagents:
3001018,0,Filter Settings
3001019,0,
3001020,0,Paperdoll
3001021,0,
3001022,0,
3001023,0,
3001024,0,Quests
3001025,0,
3001026,0,
3001027,0,
3001028,0,
3001029,0,
3001030,0,Combat Ratings
3001031,0,Actions
3001032,0,Lore & Knowledge
3001033,0,Are you sure you want to delete this character?  This is IRREVERSIBLE!
3001034,0,
3001035,0,
3001036,0,
3001037,0,
3001038,0,
3001039,0,
3001040,0,
3001041,0,
3001042,0,
3001043,0,
3001044,0,
3001045,0,
3001046,0,
3001047,0,
3001048,0,
3001049,0,
3001050,0,
3001051,0,
3001052,0,
3001053,0,
3001054,0,
3001055,0,
3001056,0,
3001057,0,
3001058,0,
3001059,0,
3001060,0,
3001061,0,
3001062,0,
3001063,0,
3001064,0,
3001065,0,
3001066,0,
3001067,0,
3001068,0,
3001069,0,
3001070,0,
3001071,0,
3001072,0,
3001073,0,
3001074,0,
3001075,0,
3001076,0,
3001077,0,
3001078,0,
3001079,0,
3001080,0,
3001081,0,
3001082,0,
3001083,0,
3001084,0,
3001085,0,
3001086,0,
3001087,0,
3001088,0,
3001089,0,
3001090,0,
3001091,0,
3001092,0,
3001093,0,
3001094,0,
3001095,0,
3001096,0,
3001097,0,
3001098,0,
3001099,0,
3002000,0,You see:  
3002001,0,Create New Character
3002002,0,Delete A Character
3002003,0,Note to self:  
3002004,0,Tell
3002005,0,Party Command:
3002006,0,Say:
3002007,0,Emote:
3002008,0,Gesture:
3002009,0,Whisper:
3002010,0,Yell:
3002011,0,Clumsy
3002012,0,Create Food
3002013,0,Feeblemind
3002014,0,Heal
3002015,0,Magic Arrow
3002016,0,Night Sight
3002017,0,Reactive Armor
3002018,0,Weaken
3002019,0,Agility
3002020,0,Cunning
3002021,0,Cure
3002022,0,Harm
3002023,0,Magic Trap
3002024,0,Magic Untrap
3002025,0,Protection
3002026,0,Strength
3002027,0,Bless
3002028,0,Fireball
3002029,0,Magic Lock
3002030,0,Poison
3002031,0,Telekinesis
3002032,0,Teleport
3002033,0,Unlock
3002034,0,Wall of Stone
3002035,0,Arch Cure
3002036,0,Arch Protection
3002037,0,Curse
3002038,0,Fire Field
3002039,0,Greater Heal
3002040,0,Lightning
3002041,0,Mana Drain
3002042,0,Recall
3002043,0,Blade Spirits
3002044,0,Dispel Field
3002045,0,Incognito
3002046,0,Magic Reflection
3002047,0,Mind Blast
3002048,0,Paralyze
3002049,0,Poison Field
3002050,0,Summ. Creature
3002051,0,Dispel
3002052,0,Energy Bolt
3002053,0,Explosion
3002054,0,Invisibility
3002055,0,Mark
3002056,0,Mass Curse
3002057,0,Paralyze Field
3002058,0,Reveal
3002059,0,Chain Lightning
3002060,0,Energy Field
3002061,0,Flamestrike
3002062,0,Gate Travel
3002063,0,Mana Vampire
3002064,0,Mass Dispel
3002065,0,Meteor Swarm
3002066,0,Polymorph
3002067,0,Earthquake
3002068,0,Energy Vortex
3002069,0,Resurrection
3002070,0,Air Elemental
3002071,0,Summon Daemon
3002072,0,Earth Elemental
3002073,0,Fire Elemental
3002074,0,Water Elemental
3002075,0,New Group
3002076,0,Say
3002077,0,Emote
3002078,0,Whisper
3002079,0,Yell
3002080,0,Walk
3002081,0,War/Peace
3002082,0,Paste
3002083,0,Open
3002084,0,Close
3002085,0,Minimize
3002086,0,Maximize
3002087,0,OpenDoor
3002088,0,UseSkill
3002089,0,LastSkill
3002090,0,CastSpell
3002091,0,LastSpell
3002092,0,LastObject
3002093,0,Bow
3002094,0,Salute
3002095,0,QuitGame
3002096,0,AllNames
3002097,0,LastTarget
3002098,0,TargetSelf
3002099,0,Arm/Disarm
3002100,0,WaitForTarg
3002101,0,TargetNext
3002102,0,AttackLast
3002103,0,Delay
3002104,0,CircleTrans
3002105,0,Command
3002106,0,CloseGumps
3002107,0,AlwaysRun
3002108,0,SaveDesktop
3002109,0,KillGumpOpen
3002110,0,WresDisarm
3002111,0,WresStun
3002112,0,PrevCommand
3002113,0,NextCommand
3002114,0,ZoomIn
3002115,0,ZoomOut
3002116,0,SetUpdateRange
3002117,0,ModifyUpdateRange
3002118,0,IncreaseUpdateRange
3002119,0,DecreaseUpdateRange
3002120,0,MaxUpdateRange
3002121,0,MinUpdateRange
3002122,0,DefaultUpdateRange
3002123,0,UpdateRangeInfo
3002124,0,EnableRangeColor
3002125,0,DisableRangeColor
3002126,0,ToggleRangeColor
3002127,0,ToggleZoomLock
3002128,0,EchoCameraDistance
3002129,0,DefaultCameraDistance
3002130,0,SetCameraDistance
3002131,0,(NONE)
3002132,0,Configuration
3002133,0,Paperdoll
3002134,0,Status
3002135,0,Journal
3002136,0,Skills
3002137,0,Spellbook
3002138,0,Chat
3002139,0,Backpack
3002140,0,Overview
3002141,0,Mail
3002142,0,PartyManifest
3002143,0,PartyChat
3002144,0,Left Hand
3002145,0,Right Hand
3002146,0,Chat
3002147,0,Cannot determine this account's age
3002148,0,Newbie Help
3002149,0,Small Listings
3005000,0,Player Info
3005001,0,Get ID
3005002,0,Tell
3005003,0,Transfer
3005004,0,See Bank
3005005,0,See Skills
3005006,0,Resurrect
3005007,0,Kick
3005008,0,Jail
3005009,0,Smite
3005010,0,Slay
3005011,0,Delete
3005012,0,Tog Invisible
3005013,0,Tog Freeze
3005014,0,Tog Squelch
3005015,0,Tog Invulnerable
3005016,0,Hack Move
3005017,0,Object Info
3005018,0,Show nodraws
3005019,0,Drag statics
3005020,0,Repeat
3005021,0,Gray Areaservs
3005022,0,Show Grid
3005023,0,Ghost statics
3005024,0,Ghost dynamics
3005025,0,Invis Ghosted
3005026,0,Lock to my Z
3005027,0,Day Light
3005028,0,Night Light
3005029,0,Normal Light
3005030,0,Show All IDs
3005031,0,NPC Info
3005032,0,Game Monitor
3005033,0,Shadow Player
3005034,0,Locations
3005035,0,Shard Selection
3005036,0,Next Call
3005037,0,Turbo Move
3005038,0,Trigger Edit
3005039,0,Dynamic Info
3005040,0,Scripts:
3005041,0,ObjVars:
3005042,0,Add
3005043,0,Delete
3005044,0,Copy
3005045,0,Integer
3005046,0,String
3005047,0,Location
3005048,0,Object Type
3005049,0,Hue
3005050,0,Object ID
3005051,0,Quality
3005052,0,Misc Data
3005053,0,Creation Location
3005054,0,Template
3005055,0,Resources
3005056,0,ObjVar Name:
3005057,0,ObjVar Value:
3005058,0,Static Info
3005059,0,Account
3005060,0,Character
3005061,0,Name
3005062,0,Time of Call
3005063,0,Reason
3005064,0,Stop Spawn
3005065,0,Start Spawn
3005066,0,Normal Speed
3005067,0,Fast Speed
3005068,0,Reload Templates
3005069,0,Make Target
3005070,0,Done >>>
3005071,0,Valid GM Call
3005072,0,Harassment
3005073,0,Stuck in Map
3005074,0,Improper GM Call
3005075,0,Lag
3005076,0,Repeat Caller
3005077,0,No Response
3005078,0,Macroer - Done
3005079,0,Macroer - Not Macroing
3005080,0,Macroer - Busted
3005081,0,Improper Housing
3005082,0,Treasure Chest
3005083,0,Unreachable Corpse
3005084,0,Game Central Monitor
3005085,0,Totals
3005086,0,Server Info
3005087,0,Shard
3005088,0,Facet
3005089,0,Type
3005090,0,Goto Server
3005091,0,Delete Global
3005092,0,Delete Local
3005093,0,Players
3005094,0,NPCs
3005095,0,Speed(Peak)
3005096,0,NPC Creation:
3005097,0,Goto
3005098,0,Print
3005099,0,Reload
3005100,0,Add
3005101,0,Edit
3005102,0,Up
3005103,0,Down
3005104,0,Name
3005105,0,Location
3005106,0,Sender Name
3005107,0,Tell Text
3005108,0,Previous
3005109,0,Next
3005110,0,Send Text
3005111,0,Tell
3005112,0,Update Frequency
3005113,0,Start
3005114,0,Stop
3005115,0,Object ID
3005116,0,Shadowing
3005117,0,[Active]
3005118,0,[Inactive]
3005119,0,Connect
3005120,0,Disconnect
3005121,0,Refresh
3005122,0,Shard Selection
3005123,0,Target Interface
3005124,0,Invisible
3005125,0,Visible
3005126,0,Freeze
3005127,0,Unfreeze
3005128,0,Squelch
3005129,0,Unsquelch
3005130,0,Invulnerable
3005131,0,Vulnerable
3005132,0,Shadow
3005133,0,Goto Obj
3005134,0,Goto Loc
3005135,0,Unjail
3005136,0,Bank
3005137,0,Skills
3005138,0,Backpack
3005139,0,Temppack
3005140,0,Deathpack
3005141,0,Edit Obj
3005142,0,Locked
3005143,0,Unlocked
3005144,0,Mobiles Only
3005145,0,Players Only
3005146,0,Clear List
3006000,0,Train Alchemy
3006001,0,Train Anatomy
3006002,0,Train Animal Lore
3006003,0,Train Item Identification
3006004,0,Train Arms Lore
3006005,0,Train Parrying
3006006,0,Train Begging
3006007,0,Train Blacksmithing
3006008,0,Train Bowcraft/Fletching
3006009,0,Train Peacemaking
3006010,0,Train Camping
3006011,0,Train Carpentry
3006012,0,Train Cartography
3006013,0,Train Cooking
3006014,0,Train Detect Hidden
3006015,0,Train Discordance
3006016,0,Train Evaluating Intelligence
3006017,0,Train Healing
3006018,0,Train Fishing
3006019,0,Train Forensic Evaluation
3006020,0,Train Herding
3006021,0,Train Hiding
3006022,0,Train Provocation
3006023,0,Train Inscription
3006024,0,Train Lockpicking
3006025,0,Train Magery
3006026,0,Train Resisting Spells
3006027,0,Train Tactics
3006028,0,Train Snooping
3006029,0,Train Musicianship
3006030,0,Train Poisoning
3006031,0,Train Archery
3006032,0,Train Spirit Speak
3006033,0,Train Stealing
3006034,0,Train Tailoring
3006035,0,Train Animal Taming
3006036,0,Train Taste Identification
3006037,0,Train Tinkering
3006038,0,Train Tracking
3006039,0,Train Veterinary
3006040,0,Train Swordsmanship
3006041,0,Train Mace Fighting
3006042,0,Train Fencing
3006043,0,Train Wrestling
3006044,0,Train Lumberjacking
3006045,0,Train Mining
3006046,0,Train Meditation
3006047,0,Train Stealth
3006048,0,Train Remove Trap
3006049,0,Train Necromancy
3006050,0,Train Focus
3006051,0,Train Chivalry
3006052,0,Train Bushido
3006053,0,Train Ninjitsu
3006054,0,Recharge Armor Engraving Tool
3006055,0,Train Mysticism
3006056,0,Train Imbuing
3006057,0,Train Throwing
3006058,0,
3006059,0,
3006060,0,
3006061,0,
3006062,0,
3006063,0,
3006064,0,
3006065,0,
3006066,0,
3006067,0,
3006068,0,
3006069,0,
3006070,0,
3006071,0,
3006072,0,
3006073,0,
3006074,0,
3006075,0,
3006076,0,
3006077,0,
3006078,0,
3006079,0,
3006080,0,
3006081,0,
3006082,0,
3006083,0,
3006084,0,
3006085,0,
3006086,0,
3006087,0,
3006088,0,
3006089,0,
3006090,0,
3006091,0,
3006092,0,
3006093,0,
3006094,0,
3006095,0,
3006096,0,
3006097,0,
3006098,0,
3006099,0,Remove Friend
3006100,0,Ask Destination
3006101,0,Accept Escort
3006102,0,Abandon Escort
3006103,0,Buy
3006104,0,Sell
3006105,0,Open Bankbox
3006106,0,Write Check
3006107,0,Command: Guard
3006108,0,Command: Follow
3006109,0,Command: Drop
3006110,0,Add Friend
3006111,0,Command: Kill
3006112,0,Command: Stop
3006113,0,Transfer
3006114,0,Command: Stay
3006115,0,Resign
3006116,0,Join
3006117,0,Guild Menu
3006118,0,Release
3006119,0,View Quest Log
3006120,0,Hire
3006121,0,Look At
3006122,0,Open
3006123,0,Open Paperdoll
3006124,0,Check Balance
3006125,0,Examine Properties
3006126,0,Stable Pet
3006127,0,Claim All Pets
3006128,0,Claim: 
3006129,0,Dismiss
3006130,0,Tame
3006131,0,Close
3006132,0,Use
3006133,0,Loot
3006134,0,Search
3006135,0,Eat
3006136,0,Drink
3006137,0,Carve
3006138,0,Craft Item
3006139,0,Pick Lock
3006140,0,Inscribe
3006141,0,Copy Book
3006142,0,Disassemble
3006143,0,Smelt
3006144,0,Add To Spellbook
3006145,0,Open Backpack
3006146,0,Talk
3006147,0,Decode Map
3006148,0,Dig For Treasure
3006149,0,Remove Chest
3006150,0,Open Map
3006151,0,Manage Barkeep
3006152,0,Bulk Order Info
3006153,0,Show Visual Aid
3006154,0,View Quest Log
3006155,0,Cancel Quest
3006156,0,Quest Conversation
3006157,0,Cancel Protection
3006158,0,Name Book
3006159,0,Ask about Chyloth
3006160,0,"A new menu system has been added to UO.  By default, these menus appear when you single left-click an item, NPC or player.  If you select 'Cancel', the menus will instead be accessed by shift-left-click.<p><p>You can change this setting at any time in the interface section of the options menu."
3006161,0,"A new menu system has been added to UO.  By default, these menus appear when you single left-click an item, NPC or player.  If you select 'Cancel', the menus will instead be accessed by shift-left-click.<p><p>You can change this setting at any time in the interface section of the options menu."
3006162,0,Reset Game
3006163,0,
3006164,0,
3006165,0,
3006166,0,
3006167,0,
3006168,0,Siege Bless Item
3006169,0,Toggle Quest Item
3006170,0,Activate
3006171,0,Search
3006172,0,
3006173,0,Bind
3006174,0,Rebind
3006175,0,Inscribe
3006176,0,Set to Ore
3006177,0,Set to Ore and Stone
3006178,0,Mining : Ore
3006179,0,Mining : Ore and Stone
3006180,0,Link to a pet
3006181,0,Summon your pet
3006182,0,Unlink from current pet
3006183,0,Update linked pet's name
3006184,0,Process zoogi fungus
3006185,0,Toggle Strength Lock
3006186,0,Toggle Dexterity Lock
3006187,0,Toggle Intelligence Lock
3006188,0,Review Current Locks
3006189,0,Use the Bag of Sending
3006190,0,Use this device
3006191,0,Pull the lever
3006192,0,Flip the switch
3006193,0,Speak the password to Horus
3006194,0,Get scavenged loot
3006195,0,Resurrect
3006196,0,Lock Karma
3006197,0,Unlock Karma
3006198,0,Tithe Gold
3006199,0,Ask about the future
3006200,0,Auto Renew Inventory Insurance
3006201,0,Toggle Item Insurance
3006202,0,Cancel Renewing Inventory Insurance
3006203,0,Set Security
3006204,0,Get Vendor
3006205,0,Release Co-Ownership
3006206,0,Eject from House
3006207,0,Leave House   
3006208,0,Unbless Item
3006209,0,Contract Options
3006210,0,Toggle Monster Title Display
3006211,0,Vendors
3006212,0,Collect Rent
3006213,0,Reclaim Vendor Inventory
3006214,0,Return Vendor
3006215,0,Open Corpse
3006216,0,Name Book
3006217,0,Rename Vendor
3006218,0,Terminate Contract
3006219,0,Unpack Pet
3006220,0,Open Transfer Crate
3006221,0,Unpack Container
3006222,0,Load Ninja Belt
3006223,0,Unload Ninja Belt
3006224,0,Load Fukiya
3006225,0,Unload Fukiya
3006226,0,Shuriken
3006227,0,Fukiya Dart
3006228,0,Dismiss Attendant
3006229,0,Select Reward Title
3006230,0,Refill from stock
3006231,0,GM Add Food
3006232,0,GM Add Water
3006233,0,GM Force Evaluate
3006234,0,GM Open Container
3006235,0,Examine Aquarium
3006236,0,GM Fill Food and Water
3006237,0,Collect Reward
3006238,0,GM Force Random Event
3006239,0,View events
3006240,0,Cancel vacation mode
3006241,0,GM Force Day
3006242,0,Remove creature
3006243,0,GM Revivify
3006244,0,Roll Dice
3006245,0,Tell Fortune
3006246,0,Set Greeting Text
3006247,0,Set Announcement Text
3006248,0,Set Herald Options
3006249,0,Find a Shop
3006250,0,
3006251,0,
3006252,0,
3006253,0,
3006254,0,
3006255,0,
3006256,0,
3006257,0,
3006258,0,
3006259,0,
3006260,0,
3006261,0,
3006262,0,
3006263,0,
3006264,0,
3006265,0,
3006266,0,
3006267,0,
3006268,0,
3006269,0,
3006270,0,Use tool
3006271,0,Recharge Weapon Engraving Tool
3006272,0,
3006273,0,
3006274,0,
3006275,0,Demolish
3006276,0,Salvage All
3006277,0,Salvage Ingots
3006278,0,Salvage Cloth
3006279,0,Unravel Magic Items
3006280,0,Unravel ALL Magic Items (Including Artifacts)
3006281,0,
3006282,0,
3006283,0,
3006284,0,
3006285,0,
3006286,0,
3006287,0,
3006288,0,
3006289,0,
3006290,0,
3006291,0,
3006292,0,
3006293,0,
3006294,0,
3006295,0,
3006296,0,
3006297,0,
3006298,0,
3006299,0,
3006300,0,Enter Courtroom
3006301,0,Leave Courtroom
3006302,0,
3006303,0,
3006304,0,
3006305,0,
3006306,0,
3006307,0,
3006308,0,
3006309,0,
3006310,0,
3006311,0,
3006312,0,
3006313,0,
3006314,0,
3006315,0,
3006316,0,
3006317,0,
3006318,0,
3006319,0,
3006320,0,
3006321,0,
3006322,0,
3006323,0,
3006324,0,
3006325,0,
3006326,0,
3006327,0,
3006328,0,
3006329,0,
3006330,0,
3006331,0,
3006332,0,
3006333,0,
3006334,0,
3006335,0,
3006336,0,
3006337,0,
3006338,0,
3006339,0,
3006340,0,
3006341,0,
3006342,0,
3006343,0,
3006344,0,
3006345,0,
3006346,0,
3006347,0,
3006348,0,
3006349,0,
3006350,0,
3006351,0,
3006352,0,
3006353,0,
3006354,0,
3006355,0,
3006356,0,
3006357,0,
3006358,0,
3006359,0,
3006360,0,
3006361,0,
3006362,0,
3006363,0,
3006364,0,
3006365,0,
3006366,0,
3006367,0,
3006368,0,
3006369,0,
3006370,0,
3006371,0,
3006372,0,
3006373,0,
3006374,0,
3006375,0,
3006376,0,
3006377,0,
3006378,0,
3006379,0,
3006380,0,
3006381,0,
3006382,0,
3006383,0,
3006384,0,
3006385,0,
3006386,0,
3006387,0,
3006388,0,
3006389,0,
3006390,0,
3006391,0,
3006392,0,
3006393,0,
3006394,0,
3006395,0,
3006396,0,
3006397,0,
3006398,0,
3006399,0,
3006400,0,
3006401,0,
3006402,0,
3006403,0,
3006404,0,
3006405,0,
3006406,0,
3006407,0,
3006408,0,
3006409,0,
3006410,0,
3006411,0,
3006412,0,
3006413,0,
3006414,0,
3006415,0,
3006416,0,
3006417,0,
3006418,0,
3006419,0,
3006420,0,
3006421,0,
3006422,0,
3006423,0,
